ItemCode;ItemProviderCode;Description;CreationDate;IsActive;FILTRO PER TIPO;COLLAUDO         MESE     ANNO;;REVISIONE MESE   ANNO;;Intervento Richiesto;Provenienza;Destinazione;prog. Scheda;StateId;DataUltima Movimentazione;OperatoreUltimoMovimento;NOTE O PROBLEMI
215;AIR;EP6CE;;;6;;;7;20;;ODERISI DA GUBBIO 198/200;;;INDISPONIBILI;04/07/2023;S;
216;PII;EP6CE;;;6;;;9;23;R;LUNGOTEVERE INVENTORI 114;MARONCELLI 157LAURANTONI 64;10;TO COM OTT 23;17/08/2023;A;R COM 9/23
217;;EP6CE;;;6;;;9;23;R;TIBERINA 74-76;MARONCELLI 157LAURANTONI 64;10;TO COM OTT 23;17/08/2023;A;R COM 9/23
218;PII;EP6CE;;;6;;;9;23;R;POMPEO NERI 6/9;COOP VESSILLO;11;TO COM OTT 23;17/08/2023;A;R COM 9/23
219;CSQ;EP6CE;;;6;;;9;23;R;POMPEO NERI 6/9;AUTORIMESSA RAPPINI 22;13;TO COM OTT 23;17/08/2023;A;R COM 9/23
220;CSQ;EP6CE;;;6;;;9;23;R;FORTUNATO 19;AUTORIMESSA RAPPINI 22;13;TO COM OTT 23;17/08/2023;A;R COM 9/23
221;;EP6CE;;;6;;;9;23;R;GIANNETTO VALLI 21;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
222;;EP6CE;;;6;;;9;23;R;GIANNETTO VALLI 21;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
223;;EP6CE;;;6;;;9;23;R;VENEZIA GIULIA 24;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
224;CSQ;EP6CE;;;6;;;9;23;R;VIGNA STELLUTI 157;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;"REV CSQ 7/20: Depressurizzato alla consegna.
R COM 9/23"
225;PIM;EP6CE;;;6;;;9;23;R;VENEZIA GIULIA 24;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
226;CSQ;EP6CE;;;6;;;9;23;R;VENEZIA GIULIA 24;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
227;;EP6CE;;;6;;;9;23;R;ISONZO 118/120;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;R COM 9/23
228;CSQ;EP6CE;;;6;;;9;23;R;C.D.T.L. DE LA SALLE;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;"REV + COLL CSQ 4/16: Depressurizzato dopo 6 mesi
REV CSQ 7/19: Depressurizzato alla consegna.
REV CSQ 9/19: Depressurizzato alla consegna.
REV CSQ 10/19: Depressurizzato alla consegna.
R COM 9/23
"
229;AIR;EP6CE;;;6;;;9;23;R;ISONZO 118 - 120;MUSCETTA 38 A-B;77;TO COM OTT 23;17/08/2023;A;R COM 9/23
230;;EP6CE;;;6;;;12;22;;COMET GEN 23;MERVELLI 6 - EDIFICIO 1;;INDISPONIBILI;03/08/2023;A;"COMET GEN 23 - Cambio estintore con omologo A1
Depressurizzato dopo 7 mesi "
231;SIRE;EP6CE;;;6;;;7;20;;BONIFACIO VIII° 26;;;INDISPONIBILI;12/07/2023;S;
232;SPA;EP6CE;;;6;;;7;20;;VENEZIA GIULIA 24;;;INDISPONIBILI;17/07/2023;G;
233;SPA;EP6CE;;;6;;;7;20;;PALMIRO TOGLIATTI 682;;;INDISPONIBILI;14/07/2023;S;
234;;EP6CE;;;6;;;9;23;R;GIANNETTO VALLI 21;LE MAGNOLIE 3;4;TO COM OTT 23;17/08/2023;A;R COM 9/23
235;;EP6CE;;;6;;;9;23;R;PANNONI 12;LE MAGNOLIE 3;4;TO COM OTT 23;17/08/2023;A;R COM 9/23
236;CSQ;EP6CE;;;6;;;9;23;R;MANLIO TORQUATO 50;LE MAGNOLIE 3;4;TO COM OTT 23;17/08/2023;A;R COM 9/23
237;CSQ;EP6CE;;;6;;;6;20;;VIGNA STELLUTI 157;;;INDISPONIBILI;07/07/2023;S;
238;CSQ;EP6CE;;;6;;;9;23;R;ROBBIO 68;VIGNA PIA 121;20;TO COM OTT 23;17/08/2023;A;R COM 9/23
239;SICURENET;EP6CE;;;6;;;9;23;R;SERLUPI 13;VIGNA PIA 121;20;TO COM OTT 23;17/08/2023;A;R COM 9/23
240;CSQ;EP6CE;;;6;;;9;23;R;CAIRANO 21;VIGNA PIA 121;20;TO COM OTT 23;17/08/2023;A;R COM 9/23
241;;EP6CE;;;6;;;9;23;R;COMPLESSO FANELLA;DAL POZZO 5/9;25;TO COM OTT 23;17/08/2023;A;R COM 9/23
242;;EP6CE;;;6;;;7;20;;MUZIO SCEVOLA 28;;;INDISPONIBILI;13/07/2023;S;
243;;EP6CE;;;6;;;12;20;;COMPLESSO FANELLA;;;INDISPONIBILI;05/07/2023;S;
244;;EP6CE;;;6;;;12;20;;COMPLESSO FANELLA;;;INDISPONIBILI;05/07/2023;S;
245;;EP6CE;;;6;;;12;20;;COMPLESSO FANELLA;;;INDISPONIBILI;05/07/2023;S;
246;FAS;EP6CE;;;6;;;9;23;R;TARTANE 75;VIGNA PIA 121;20;TO COM OTT 23;17/08/2023;A;R COM 9/23
247;SNAL;EP6CE;;;6;;;9;23;R;TARTANE 75;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
248;AIR;EP6CE;;;6;;;9;23;R;MACINGHI STROZZI 40;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
249;CSQ;EP6CE;;;6;;;9;23;R;MACINGHI STROZZI 40;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
250;CSQ;EP6CE;;;6;;;9;23;R;REVOLTELLA 111;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
251;CSQ;EP6CE;;;6;;;9;23;R;REVOLTELLA 111;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
252;CSQ;EP6CE;;;6;;;9;23;R;ACQUEDOTTO DEL PESCHIERA 36;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
253;CSQ;EP6CE;;;6;;;9;23;R;ACQUEDOTTO DEL PESCHIERA 36;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;R COM 9/23
254;CSQ;EP6CE;;;6;;;7;20;;ACQUEDOTTO DEL PESCHIERA 38;;;INDISPONIBILI;10/07/2023;S;
255;CSQ;EP6CE;;;6;;;7;20;;ACQUEDOTTO DEL PESCHIERA 40;;;INDISPONIBILI;10/07/2023;S;
256;CSQ;EP6CE;;;6;;;7;20;;AUTORIMESSA MONTE MARIO;;;INDISPONIBILI;10/07/2023;S;
257;CSQ;EP6CE;;;6;;;7;20;;AUTORIMESSA MONTE MARIO;;;INDISPONIBILI;10/07/2023;S;
258;CSQ;EP6CE;;;6;;;7;20;R;CO.GE.MA PAL A;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
259;CSQ;EP6CE;;;6;;;7;20;R;SCIPIONE AMMIRATO 3;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
260;CSQ;EP6CE;;;6;;;7;20;R;PALMIRO TOGLIATTI 682;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
261;CSQ;EP6CE;;;6;;;7;20;R;VALSESIA 47;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
262;CSQ;EP6CE;;;6;;;7;20;R;BONIFACIO VIII° 22;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
263;CSQ;EP6CE;;;6;;;9;23;R;AUTORIMESSA VIA CADOLINI;BELVEDERE DEGLI ACERI ;74;TO COM OTT 23;17/08/2023;A;R COM 9/23
264;MOBIAK;EP6CE;;;6;;;9;23;R;BELVEDERE GLI ACERI;MELOTTI 14;3;TO COM OTT 23;17/08/2023;A;R COM 9/23
265;MOBIAK;EP6CE;;;6;;;9;23;R;BELVEDERE GLI ACERI;MELOTTI 14;3;TO COM OTT 23;17/08/2023;A;R COM 9/23
266;MOBIAK;EP6CE;;;6;;;9;23;R;BELVEDERE GLI ACERI;MELOTTI 14;3;TO COM OTT 23;17/08/2023;A;R COM 9/23
267;MOBIAK;EP6CE;;;6;;;9;23;R;BELVEDERE GLI ACERI;MELOTTI 14;3;TO COM OTT 23;17/08/2023;A;R COM 9/23
268;;EP6CE;;;6;;;9;23;R;MAGAZZINO;MELOTTI 14;3;TO COM OTT 23;17/08/2023;A;R COM 9/23
269;;EP6CE;;;6;;;9;23;R;SCIPIONE AMMIRATO 3;GUARESCHI 153;8;TO COM OTT 23;17/08/2023;A;"REV CSQ 9/19: Depressurizzato dopo 10 mesi
R COM 9/23"
270;;EP6CE;;;6;;;9;23;R;APPIA NUOVA 397;AUTORIMESSA RAPPINI 22;13;TO COM OTT 23;17/08/2023;A;R COM 9/23
271;;EP6CE;;;6;;;9;23;R;A. DEGLI EFFETTI 20;RAPPINI 23;14;TO COM OTT 23;17/08/2023;A;R COM 9/23
272;;EP6CE;;;6;;;9;23;R;MAGAZZINO;BOX ODERISI DA GUBBIO 202;24;TO COM OTT 23;17/08/2023;A;R COM 9/23
273;;EP6CE;;;6;;;9;23;R;CITTA' DELLA PIEVE 19;BOX ODERISI DA GUBBIO 202;24;TO COM OTT 23;17/08/2023;A;R COM 9/23
274;;EP6CE;;;6;;;9;23;R;CITTA' DELLA PIEVE 19;BOX ODERISI DA GUBBIO 202;24;TO COM OTT 23;17/08/2023;A;R COM 9/23
275;;EP6CE;;;6;;;9;23;R;CITTA' DELLA PIEVE 19;REVOLTELLA 108;30;TO COM OTT 23;17/08/2023;A;R COM 9/23
276;;EP6CE;;;6;;;9;23;R;DELEDDA 34;STUDIO TECNICO FABIO FICHERA;31;TO COM OTT 23;17/08/2023;A;R COM 9/23
277;;EP6CE;;;6;;;9;23;R;VALLE BORBERA 24;SANTA BIBIANA - VIA CASSIA 515;70;TO COM OTT 23;17/08/2023;A;R COM 9/23
278;;EP6CE;;;6;;;9;23;R;JORINI 7;LE MAGNOLIE 3;4;TO COM OTT 23;17/08/2023;A;R COM 9/23
279;;EP6CE AUTOMATICO;;;6;1;14;1;17;;;;;INDISPONIBILI;16/12/2022;A;
280;;EP9CE;;;6;;;5;20;;UNIA 4;;;INDISPONIBILI;28/06/2022;RI;
281;;IDRICO 2 LT;;;6;;;;;;SERLUPI 13;;;INDISPONIBILI;15/02/2023;S;
282;;IDRICO 2 LT;;;6;;;;;;GIOVANNI SCIORTINO;;;INDISPONIBILI;21/04/2023;G;
283;;IDRICO 6 LT;;;6;;;;;;;;;INDISPONIBILI;04/10/2022;GIO;REV CSQ 11/17: Depressurizzato alla consegna.
284;;IDRICO 6 LT;;;6;;;4;22;;CATANZARO 2 - PADOVA 4;;;INDISPONIBILI;12/05/2023;S;
285;;IDRICO 6 LT;;;6;;;;;;;;;INDISPONIBILI;04/10/2022;GIO;
286;;IDRICO 6 LT;;;6;;;1;21;;TRAPANI 22;;;INDISPONIBILI;12/05/2023;S;
287;;IDRICO 6 LT;;;6;;;;;;PADOVA 1;;;INDISPONIBILI;16/03/2022;RI;
288;;IDRICO 6 LT;;;6;;;;;;PROVINCIE 23/A;;;INDISPONIBILI;04/10/2022;GIO;
289;;IDRICO 6 LT;;;6;;;;;;;;;INDISPONIBILI;04/10/2022;GIO;
290;;MAN UNI 45 MT 20;;;6;9;17;;;;ORSA MAGGIORE 111;;;INDISPONIBILI;06/03/2023;S;REV CSQ 12/17: Depressurizzato dopo 12 mesi.
291;;MAN UNI 45 MT 20;;;6;9;17;;;;ORSA MAGGIORE 111;;;INDISPONIBILI;06/03/2023;S;
292;;MAN UNI 45 MT 20;;;6;9;17;;;;ORSA MAGGIORE 111;;;INDISPONIBILI;06/03/2023;S;
293;;MAN UNI 45 MT 20;;;6;9;17;;;;LA PINETINA PAL O;;;INDISPONIBILI;01/09/2022;G;
294;;MAN UNI 45 MT 20;;;6;1;17;;;;BLOCCO GARAGE;;;INDISPONIBILI;23/08/2022;G;
295;;MAN UNI 45 MT 20;;;6;1;17;;;;BLOCCO GARAGE;;;INDISPONIBILI;23/08/2022;G;
296;;MAN UNI 45 MT 20;;;6;1;17;;;;BLOCCO GARAGE;;;INDISPONIBILI;15/02/2023;S;
297;;MAN UNI 45 MT 20;;;6;;;;;;LORENZONI 20;;;INDISPONIBILI;03/04/2023;S;
298;;MAN UNI 45 MT 20;;;6;9;23;;;C;IRIS 26;ARCA 26 AMBROSINI 10/16;78;TO COM OTT 23;17/08/2023;A;C COM 9/23
299;;MAN UNI 45 MT 20;;;6;9;23;;;C;IRIS 26;ARCA 26 AMBROSINI 10/16;78;TO COM OTT 23;17/08/2023;A;C COM 9/23
300;;MAN UNI 45 MT 20;;;6;9;23;;;C;VILLA SEVERINI 56 - VALDAGNO 6;GUARESCHI 153;8;TO COM OTT 23;17/08/2023;A;C COM 9/23
301;;MAN UNI 45 MT 20;;;6;9;23;;;C;VILLA SEVERINI 56 - VALDAGNO 6;GUARESCHI 153;8;TO COM OTT 23;17/08/2023;A;C COM 9/23
302;;MAN UNI 45 MT 20;;;6;9;23;;;C;AMMIRAGLI 119-121;GUARESCHI 153;8;TO COM OTT 23;17/08/2023;A;C COM 9/23
303;M.B;EP6CE;;;6;10;20;9;23;R;STUCCHI 8;RISERVA;;TO COM OTT 23 PROB;17/08/2023;A;R+V COM 6/23: Depressurizzato dopo poch giorni
304;AIR;EP6CE;;;6;2;21;9;23;R;RISERVE;RISERVA;;TO COM OTT 23 PROB;17/08/2023;A;"REV CSQ 1/16: Depressurizzato dopo 6 mesi 
REV+ COLL CSQ 2/21: Depressurizzato dopo 29 mesi"
305;AIR;EP6CE;;;6;;;9;23;R;RISERVE;RISERVA;;TO COM OTT 23 PROB;17/08/2023;A;"REV CSQ 1/16: Depressurizzato dopo 6 mesi
REV+ COLL CSQ 2/21: Depressurizzato dopo 29 mesi"
306;CSQ;EP6CE;;;6;;;9;23;R;CAIRANO 21;RISERVA;;TO COM OTT 23 PROB;17/08/2023;A;"R COM 6/23 
Depressurizzato il giorno dopo la consegna "
307;CSQ;CO2 Kg2;;;6;8;23;8;23;C+R;BONDI 41;MARIOTTI FAUSTO S.N.C.;115;TO COM S1;27/06/2023;A;C+R COM 8/23
308;;CO2 Kg2;;;7;;;8;23;R;STUCCHI 18/20;TUSCOLANA 670;102;TO COM S1;27/06/2023;A;R COM 8/23
309;ITAL;EP6CE;;;6;7;20;8;23;R+V;IL CEDRO;GOZZADINI 74;38;TO COM S1;27/06/2023;A;R+V COM 8/23
310;;EP6CE;;;6;7;20;8;23;R+V;IL CEDRO;FURIO CAMILLO 79;98;TO COM S1;27/06/2023;A;R+V COM 8/23
311;ABS;EP6CE;;;6;7;20;8;23;R+V;IL CEDRO;CERAUDO ALESSANDRO;112;TO COM S1;27/06/2023;A;R+V COM 8/23
312;CSQ;EP6CE;;;6;7;20;8;23;R+V;CAPESTRANO 31 SCALA B;CERAUDO ALESSANDRO;112;TO COM S1;27/06/2023;A;R+V COM 8/23
313;AIR;EP6CE;;;6;7;20;8;23;R+V;CAPESTRANO 31 SCALA B;CERAUDO GERARDO;113;TO COM S1;27/06/2023;A;R+V COM 8/23
314;;EP6CE;;;6;8;23;8;23;C+R;UNIA 4 PAL A;ALOISI 4;94;TO COM S1;27/06/2023;A;C+R COM 8/23
315;;EP6CE;;;6;8;23;8;23;C+R;UNIA 4 PAL A;ALOISI 4;94;TO COM S1;27/06/2023;A;C+R COM 8/23
316;;EP6CE;;;6;8;23;8;23;C+R;CASTELNUOVO DI GARFAGNANA 28;MAVET S.R.L.S.;114;TO COM S1;27/06/2023;A;C+R COM 8/23
317;;EP6CE;;;6;8;23;8;23;C+R;UNIA 4 PAL A;PELLATI 60;13;TO COM S1;27/06/2023;A;C+R COM 8/23
318;;EP6CE;;;6;8;23;8;23;C+R;MARINELLI 12;ENEA 58;100;TO COM S1;27/06/2023;A;C+R COM 8/23
319;PII;EP6CE;;;6;;;8;23;R;REZZATO 128;BELLONI 10;75;TO COM S1;27/06/2023;A;R COM 8/23
320;PII;EP6CE;;;6;;;8;23;R;LUNGOTEVERE INVENTORI 114;CERAUDO ALESSANDRO;112;TO COM S1;27/06/2023;A;R COM 8/23
321;CSQ;EP6CE;;;6;8;23;8;23;C+R;IL CEDRO;LUCCA 16;60;TO COM S1;27/06/2023;A;C+R COM 8/23
322;FAS;EP6CE;;;6;8;23;8;23;C+R;MEDA 11;LUCCA 16;60;TO COM S1;27/06/2023;A;C+R COM 8/23
323;;EP6CE;;;6;;;8;23;R;PADOVA 33;STUDIO URBANI;8;TO COM S1;27/06/2023;A;R COM 8/23
324;FAS;EP6CE;;;6;;;8;23;R;BORTOLOTTI 10;PINTO 22;32;TO COM S1;27/06/2023;A;R COM 8/23
325;CSQ;EP6CE;;;6;;;8;23;R;BORTOLOTTI 10;PINTO 22;32;TO COM S1;27/06/2023;A;R COM 8/23
326;CSQ;EP6CE;;;6;;;8;23;R;INSULAE;PINTO 22;32;TO COM S1;27/06/2023;A;R COM 8/23
327;CSQ;EP6CE;;;6;;;8;23;R;SUPER CONDOMINIO SERPENTARA IONICA;PINTO 22;32;TO COM S1;27/06/2023;A;R COM 8/23
328;AIF;EP6CE;;;6;;;8;23;R;CASAL BIANCO ED. 2;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
329;;EP6CE;;;6;;;8;23;R;CASAL BIANCO ED. 2;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
330;SIR;EP6CE;;;6;;;8;23;R;CO.GE.MA PAL A;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
331;;EP6CE;;;6;;;8;23;R;CASAL BIANCO ED. 2;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
332;AIR;EP6CE;;;6;;;8;23;R;CASAL BIANCO ED. 2;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
333;AIR;EP6CE;;;6;;;8;23;R;LUCCA 5;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
334;AIF;EP6CE;;;6;;;8;23;R;PROVINCIE 140;ANDREA BARBATO 28 - E5;43;TO COM S1;27/06/2023;A;R COM 8/23
335;;EP6CE;;;6;;;8;23;R;MINGAZZINI 7;PASTA IL PENSIERO SNC;44;TO COM S1;27/06/2023;A;R COM 8/23
336;CSQ;EP6CE;;;6;;;8;23;R;MINGAZZINI 7;AMMIRAGLI 119-121;48;TO COM S1;27/06/2023;A;R COM 8/23
337;CSQ;EP6CE;;;6;;;8;23;R;MINGAZZINI 5;VASI 20;70;TO COM S1;27/06/2023;A;R COM 8/23
338;CSQ;EP6CE;;;6;;;8;23;R;COSMO EGIZIANO 5;VALDAGNO 10;74;TO COM S1;27/06/2023;A;R COM 8/23
339;AIR;EP6CE;;;6;;;8;23;R;CAPPELLARI 98;ERETUM 8/16;92;TO COM S1;27/06/2023;A;R COM 8/23
340;;EP6CE;;;6;;;8;23;R;STUCCHI 18/20;MINUCIO FELICE 6 ;47;TO COM S1;27/06/2023;A;R COM 8/23
341;;EP6CE;;;6;;;8;23;R;STUCCHI 18/20;MINUCIO FELICE 6 ;47;TO COM S1;27/06/2023;A;R COM 8/23
342;MOBIAK;EP6CE;;;6;;;8;23;R;BELVEDERE GLI ACERI;PINETINA PAL M;84;TO COM S1;27/06/2023;A;R COM 8/23
343;MOBIAK;EP6CE;;;6;;;8;23;R;BELVEDERE GLI ACERI;LA FEDELISSIMA;91;TO COM S1;27/06/2023;A;R COM 8/23
344;MOBIAK;EP6CE;;;6;;;8;23;R;BELVEDERE GLI ACERI;ENEA 87;101;TO COM S1;27/06/2023;A;R COM 8/23
345;MOBIAK;EP6CE;;;6;;;8;23;R;BELVEDERE GLI ACERI;CASALI DEL DRAGO 9/C;103;TO COM S1;27/06/2023;A;R COM 8/23
346;MOBIAK;EP6CE;;;6;;;8;23;R;BELVEDERE GLI ACERI;BOCCEA 640;42;TO COM S1;27/06/2023;A;R COM 8/23
347;;EP6CE;;;6;;;8;23;R;GIANNETTO VALLI 95;COLONNA PIERO 14;18;TO COM S1;27/06/2023;A;R COM 8/23
348;CSQ;EP6CE;;;6;;;8;23;R;IL CEDRO;COLONNA PROSPERO 37;20;TO COM S1;27/06/2023;A;R COM 8/23
349;;EP6CE;;;6;;;8;23;R;MONTE ZEBIO 37;GONZAGA 148;36;TO COM S1;27/06/2023;A;R COM 8/23
350;;EP6CE;;;6;;;8;23;R;MAGAZZINO;GONZAGA 148;36;TO COM S1;27/06/2023;A;R COM 8/23
351;;EP6CE;;;6;;;8;23;R;IPPOCRATE 23;GONZAGA 148;36;TO COM S1;27/06/2023;A;R COM 8/23
352;;EP6CE;;;6;;;8;23;R;FURIO CAMILLO 63;GONZAGA 148;36;TO COM S1;27/06/2023;A;R COM 8/23
353;;EP6CE;;;6;;;8;23;R;26 SETTEMBRE 1963;GONZAGA 148;36;TO COM S1;27/06/2023;A;R COM 8/23
354;;EP6CE;;;6;;;8;23;R;ISONZO 118/120;CAMPANI 26;57;TO COM S1;27/06/2023;A;R COM 8/23
355;;EP6CE;;;6;;;8;23;R;MAGAZZINO;CIRCONVALLAZIONE NOMENTANA 288;68;TO COM S1;27/06/2023;A;R COM 8/23
356;;EP6CE;;;6;;;8;23;R;COVELLI 6;CIRCONVALLAZIONE NOMENTANA 288;68;TO COM S1;27/06/2023;A;R COM 8/23
357;;EP6CE;;;6;;;8;23;R;RAMPERTI 31;ROCCAPORENA 8/20 BOX;72;TO COM S1;27/06/2023;A;R COM 8/23
358;;EP6CE;;;6;;;8;23;R;RAMPERTI 31;EMERY 5;81;TO COM S1;27/06/2023;A;R COM 8/23
359;;EP6CE;;;6;;;8;23;R;ASQUINI 95-99;EMERY 5;81;TO COM S1;27/06/2023;A;R COM 8/23
360;;MAN UNI 45 MT 20;;;6;8;23;;;C;AMMIRAGLI 119-121;AMMIRAGLI 119-121;48;TO COM S1;27/06/2023;A;C COM 8/23
361;;MAN UNI 45 MT 20;;;6;8;23;;;C;AMMIRAGLI 119-121;AMMIRAGLI 119-121;48;TO COM S1;27/06/2023;A;C COM 8/23
362;;EP6CE;;;6;6;23;6;23;C+R;RAVIZZA 19;RISERVA;;TO COM S1;28/06/2023;A;"Non era pronto per il 28 GIU 23, quindi lo ritiriamo con l'assegnazione di SET 23 destinato a riserva
C+R COM 6/23"
363;;MAN UNI 45 MT 20;;;6;8;23;;;C;CAPESTRANO 31 SCALA B;MONTANELLI 15;52;TO COM S1;27/06/2023;A;C COM 8/23
364;;EP6CE;;;6;5;22;5;22;;RUSPOLI 64;;;TO COM S1 PROB;27/06/2023;A;Coll +Rev CSQ a MAG 22: Depressurizzato dopo 12 mesi
365;CSQ;EP6CE;;;6;3;20;4;23;;EMERY 5;;;TO COM S1 PROB;27/06/2023;A;R+V COM 4/23: Depressurizzato dopo 2 mesi
366;AIR;EP6CE;;;6;5;22;5;22;;MONTPELLIER 25;;;TO COM S1 PROB;27/06/2023;A;"REV CSQ 1/20: Depressurizzato dopo 6 mesi.
COLL+REV CSQ 5/22: Depressurizzato dopo 1 anno"
367;CSQ;EP6CE;;;6;;;5;22;;LUNGOTEVERE INVENTORI 114;;;TO COM S1 PROB;27/06/2023;A;"REV CSQ 1/20: Depressurizzato dopo 1 anno.
REV CSQ 2/21: Depressurizzato dopo 1 anno.
REV CSQ 5/22: Depressurizzato dopo 1 anno"
368;MOBIAK;EP6CE;;;6;;;5;23;P;BELVEDERE GLI ACERI;;;TO COM S1 PROB;27/06/2023;A;R COM 5/23 Depressurizzato alla consegna
369;CSQ;EP6CE;;;6;;;;;P;BELVEDERE GLI ACERI;;;TO COM S1 PROB;27/06/2023;A;NUOVO Depressurizzato dopo un anno
370;FAM;EP6CE;;;6;6;23;6;23;;EDIFICIO 3;ALTAVILLA IRPINA 7;;USO;14/07/2023;S;C+R COM 6/23
371;SCARD.;EP6CE;;;6;;;6;23;;CATALANO UFFICIO;PALMIRO TOGLIATTI 682;;USO;14/07/2023;S;R COM 6/23
372;PII;EP6CE;;;6;;;6;23;;CATALANO UFFICIO;PALMIRO TOGLIATTI 682;;USO;14/07/2023;S;"REV CSQ 9/15: Depressurizzato dopo 6 mesi
R COM 6/23"
373;;EP6CE;;;7;;;6;23;;COVELLI 6;VALLE BORBERA 24;;USO;14/07/2023;S;R COM 6/23
374;CSQ;EP6CE;;;6;;;6;23;;VILLA SEVERINI 56;GIANICOLENSE 179;;USO;05/07/2023;S;"REV CSQ 1/19: Depressurizzato alla consegna.
REV CSQ 3/19: Depressurizzato dopo 6 mesi.
R COM 6/23"
375;CSQ;EP6CE;;;6;;;6;23;;VILLA SEVERINI 56;BONIFACIO VIII° 22;;USO;12/07/2023;S;R COM 6/23
376;CSQ;EP6CE;;;6;;;6;23;;VILLA SEVERINI 56;MANLIO TORQUATO 50;;USO;13/07/2023;S;R COM 6/23
377;CSQ;EP6CE;;;6;;;6;23;;CAIRANO 21;MUZIO SCEVOLA 28;;USO;13/07/2023;S;R COM 6/23
378;CSQ;EP6CE;;;7;;;6;23;;GIARDINI DI AURELIA ANTICA;AUTORIMESSA MONTEMARIO;;USO;12/07/2023;S;R COM 6/23
379;;EP6CE;;;7;;;6;23;;Z 74 - GASLINI 11;A. DEGLI EFFETTI 20;;USO;13/07/2023;S;R COM 6/23
380;;EP6CE;;;7;;;6;23;;ROCCABRUNA 19;SCIPIONE AMMIRATO 3;;USO;13/07/2023;S;R COM 6/23
381;;EP6CE;;;7;;;6;23;;MAURI 28;APPIA NUOVA 397;;USO;13/07/2023;S;R COM 6/23
382;CSQ;EP6CE;;;2;;;;;1;EMME MAG 23 (presi 40);AUTORIMESSA VIA CADOLINI;;USO;12/07/2023;S;
383;STAR;EP6CE;;;6;3;20;6;23;R+V;VILLA SEVERINI 56;TRASTEVERE 166/172;;USO;12/07/2023;S;R+V COM 6/23
384;AIR;EP6CE;;;6;9;20;6;23;R+V;VILLA SEVERINI 56;TRASTEVERE 166/172;;USO;12/07/2023;S;R+V COM 6/23
385;CSQ;EP6CE;;;6;6;23;6;23;;EDIFICIO 3;BOX BONIFACIO VIII 26;;USO;12/07/2023;S;C+R COM 6/23
386;CSQ;EP6CE;;;6;6;23;6;23;;STUCCHI 8;BONIFACIO VIII° 22;;USO;12/07/2023;S;C+R COM 6/23
387;CSQ;EP6CE;;;7;;;6;23;;GIARDINI DI AURELIA ANTICA;ACQUEDOTTO DEL PESCHIERA 36;;USO;12/07/2023;S;R COM 6/23
388;CSQ;EP6CE;;;2;;;;;1;EMME MAG 23 (presi 40);PIRANDELLO 64 PAL 5A;;USO;11/07/2023;S;
389;CSQ;EP6CE;;;2;;;;;1;EMME MAG 23 (presi 40);PIRANDELLO 72 PAL 5B;;USO;11/07/2023;S;
390;AIR;EP6CE;;;6;10;20;6;23;;STUCCHI 8;VIGNA STELLUTI 157;;USO;07/07/2023;S;R+V COM 6/23
391;AIR;EP6CE;;;6;10;20;6;23;;STUCCHI 8;VIGNA STELLUTI 157;;USO;07/07/2023;S;R+V COM 6/23
